# Pathway	QFS7_kneaddata_merged_Abundance
UNMAPPED	2473673.0482640215
UNINTEGRATED	4523758.0912486576
UNINTEGRATED|unclassified	1001311.8666582339
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	674204.5512147256
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	333970.2999099206
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	305060.8333676955
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	235535.5607058831
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	197871.4956734042
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	186311.8587024798
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	181184.5896609943
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	165130.9897224749
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	155380.6433628550
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	127645.5951330914
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	123407.9782618651
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	122374.5990033863
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	99870.1281886649
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	96917.5336023580
UNINTEGRATED|g__Butyrivibrio.s__Butyrivibrio_crossotus	93854.5960062613
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	86955.4242731001
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	66501.9068061929
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	65867.3692975693
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	60549.3443934759
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	46620.8224846034
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	40457.5629860831
UNINTEGRATED|g__Odoribacter.s__Odoribacter_splanchnicus	38809.7062541107
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	23628.7850870755
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	19397.9135442220
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	19363.9681659091
