# Pathway	QFS3_kneaddata_merged_Abundance
UNMAPPED	1582486.9317592955
UNINTEGRATED	2762845.2669224413
UNINTEGRATED|g__Sutterella.s__Sutterella_wadsworthensis	506203.7578875755
UNINTEGRATED|unclassified	468704.7897351423
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	348699.1703684385
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	280872.8571299758
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	261785.5789286114
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	237629.9640222688
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	172128.6388441076
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fluxus	118267.9953951563
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	112275.9469781436
UNINTEGRATED|g__Paraprevotella.s__Paraprevotella_clara	108072.6796233416
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	106250.0840507471
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	87882.0514227715
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	63647.6778951023
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	59507.3129795169
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	39214.5465443272
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	28209.2480505089
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	27982.0575987777
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	26891.5729634055
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	25162.6242087695
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	24727.7777295444
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	24012.6371913233
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	22260.6595792462
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	22240.7101379194
UNINTEGRATED|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	15346.5496370245
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	14081.4374393903
UNINTEGRATED|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	11332.9357595353
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	10260.7337056416
